HORAS AL MES	DIVISION	AREA DE PERSONAL	SEXO	EDAD DEL EMPLEADO	CATEGORIA	SALARIOS MINIMOS
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	SALUD IPS	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	DROGUERIAS	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	DROGUERIAS	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	SUPERMERCADOS	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	SUPERMERCADOS	SENA PRODUCTIVO	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	DROGUERIAS	SENA PRODUCTIVO	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	SALUD IPS	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	SALUD IPS	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	SALUD IPS	SENA LECTIVO	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	DROGUERIAS	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	SALUD IPS	SENA LECTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	SUPERMERCADOS	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	SALUD IPS	SENA LECTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	SUPERMERCADOS	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	SUPERMERCADOS	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	SALUD IPS	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	CREDITO SOCIAL	SENA LECTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	VIVIENDA	SENA LECTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	ADMINISTRACION	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	DROGUERIAS	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	DROGUERIAS	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Masculino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA LECTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA PRODUCTIVO	Femenino	(... - 20	Basico	(00 - 01]
(210, 240]	EDUCACION	AUXILIAR	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	ADMON CORPORACION	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	DOCENTES BAC	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	PENSIONADOS ACTIVOS	Masculino	(60 - ...]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	PENSIONADOS ACTIVOS	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Masculino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(50 - 60]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(40 - 50]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	EDUCACION	CORP DOCENTES HORAS.	Femenino	(30 - 40]	Basico	(00 - 01]
(210, 240]	SUPERMERCADOS	SENA PRODUCTIVO	Femenino	(20 - 30]	Basico	(00 - 01]
(210, 240]	RECREACION Y TURISMO	SENA LECTIVO	Masculino	(20 - 30]	Basico	(00 - 01]
(120, 150]	SALUD IPS	ESPECIALISTA	Masculino	(30 - 40]	Joven	(12 - 13]
(120, 150]	SALUD IPS	PERSONAL ALTO RIESGO	Masculino	(30 - 40]	Joven	(12 - 13]
(120, 150]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(120, 150]	SALUD IPS	BACTERIOLOGO	Femenino	(20 - 30]	Joven	(03 - 04]
(120, 150]	SALUD IPS	PSICOLOGO	Femenino	(30 - 40]	Joven	(03 - 04]
(120, 150]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(120, 150]	SALUD IPS	ESPECIALISTA	Femenino	(30 - 40]	Joven	(16 - 17]
(180, 210]	SALUD IPS	MEDICO	Femenino	(20 - 30]	Joven	(05 - 06]
(180, 210]	SALUD IPS	MEDICO	Femenino	(20 - 30]	Joven	(05 - 06]
(180, 210]	SALUD IPS	MEDICO	Masculino	(20 - 30]	Joven	(05 - 06]
(180, 210]	SALUD IPS	MEDICO	Femenino	(20 - 30]	Joven	(05 - 06]
(180, 210]	SALUD IPS	MEDICO	Femenino	(30 - 40]	Joven	(05 - 06]
(180, 210]	SALUD IPS	MEDICO	Masculino	(20 - 30]	Joven	(05 - 06]
(180, 210]	SALUD IPS	MEDICO	Masculino	(20 - 30]	Joven	(05 - 06]
(180, 210]	RECREACION Y TURISMO	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(180, 210]	RECREACION Y TURISMO	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Masculino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Masculino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Masculino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Masculino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(... - 20	Joven	(01 - 02]
(180, 210]	RECREACION Y TURISMO	INSTRUCTOR	Femenino	(20 - 30]	Joven	(02 - 03]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Masculino	(... - 20	Joven	(01 - 02]
(180, 210]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
